Song,Artist,Date,Streams,Rank,Country
WATAFUK?!,"MORGENSHTERN, Lil Pump",2020-12-13,"5,413",11,Ukraine
Злой,"SLAVA MARLOW, Eldzhey",2020-12-13,"5,106",12,Ukraine
Сияй,Ramil',2020-12-13,"4,982",13,Ukraine
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-12-13,"4,817",14,Ukraine
gorit,DOROFEEVA,2020-12-13,"4,754",15,Ukraine
Не жалея,Miyagi & Andy Panda,2020-12-13,"4,745",16,Ukraine
Москва любит...,Scriptonite,2020-12-13,"4,726",17,Ukraine
Колхозник,Mnogoznaal,2020-12-13,"4,712",18,Ukraine
ПАЦАНЫ II,GONE.Fludd,2020-12-13,"4,703",19,Ukraine
Last Christmas,Wham!,2020-12-13,"4,700",20,Ukraine
All I Want for Christmas Is You,Mariah Carey,2020-12-13,"4,567",21,Ukraine
Jingle Bell Rock,Bobby Helms,2020-12-13,"4,545",22,Ukraine
Mood (feat. iann dior),24kGoldn,2020-12-13,"4,443",23,Ukraine
Последний танец,"TINI LIN, babylaurenne",2020-12-13,"4,381",24,Ukraine
El Problema - prod. SLAVA MARLOW,"MORGENSHTERN, Timati",2020-12-13,"4,368",25,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2020-12-13,"4,345",26,Ukraine
Тлеет,"Bula, SVNV",2020-12-13,"4,326",27,Ukraine
Rolls Royce,"Geegun, Timati, Egor Kreed",2020-12-13,"4,200",28,Ukraine
Block Baby,kizaru,2020-12-13,"4,164",29,Ukraine
Rockin' Around The Christmas Tree,Brenda Lee,2020-12-13,"4,081",30,Ukraine
Fendi,Rakhim,2020-12-13,"4,027",31,Ukraine
HOLIDAY,Lil Nas X,2020-12-13,"4,022",32,Ukraine
Dynamite,BTS,2020-12-13,"3,969",33,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2020-12-13,"3,933",34,Ukraine
Если тебе будет грустно,"Rauf & Faik, NILETTO",2020-12-13,"3,930",35,Ukraine
Minor,Miyagi & Andy Panda,2020-12-13,"3,924",36,Ukraine
Поболело и прошло,HENSY,2020-12-13,"3,888",37,Ukraine
Зорi,KALUSH,2020-12-13,"3,826",38,Ukraine
Меня не будет,"ANIKV, SALUKI",2020-12-13,"3,727",39,Ukraine
Prisoner (feat. Dua Lipa),Miley Cyrus,2020-12-13,"3,716",40,Ukraine
toxin,Benedixhion,2020-12-13,"3,681",41,Ukraine
ERRDAY,Big Baby Tape,2020-12-13,"3,658",42,Ukraine
АУФ,"SQWOZ BAB, The First Station",2020-12-13,"3,630",43,Ukraine
positions,Ariana Grande,2020-12-13,"3,613",44,Ukraine
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,2020-12-13,"3,607",45,Ukraine
Втюрилась,дора,2020-12-13,"3,528",46,Ukraine
"СЛЁЗЫ - OST ""Пацанки""",Anet Sai,2020-12-13,"3,498",47,Ukraine
WAP (feat. Megan Thee Stallion),Cardi B,2020-12-13,"3,393",48,Ukraine
X.O,"The Limba, Andro",2020-12-13,"3,366",49,Ukraine
Star Shopping,Lil Peep,2020-12-13,"3,359",50,Ukraine
Танцы,ssshhhiiittt!,2020-12-13,"3,326",51,Ukraine
Milly Rock,Rakhim,2020-12-13,"3,312",52,Ukraine
Monday,ROCKET,2020-12-13,"3,305",53,Ukraine
ODIUM,LXST CXNTURY,2020-12-13,"3,245",54,Ukraine
Тренировочный День,"Markul, Куок",2020-12-13,"3,237",55,Ukraine
Mamacita,Yanix,2020-12-13,"3,211",56,Ukraine
Santa Tell Me,Ariana Grande,2020-12-13,"3,153",57,Ukraine
Что за бизнес сука?,kizaru,2020-12-13,"3,080",58,Ukraine
Infinite Tsukuyomi,ROCKET,2020-12-13,"3,079",59,Ukraine
Инкассатор,ROCKET,2020-12-13,"3,038",60,Ukraine
It's the Most Wonderful Time of the Year,Andy Williams,2020-12-13,"3,022",61,Ukraine
willow,Taylor Swift,2020-12-13,"3,016",62,Ukraine
