Song,Artist,Date,Streams,Rank,Country
Strip That Down,"Liam Payne, Quavo",2017-07-15,"1,260",15,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-15,"1,179",16,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-07-15,"1,175",17,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-15,"1,151",18,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-15,"1,125",19,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-15,"1,120",20,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-15,"1,100",21,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-15,"1,076",22,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-07-15,"1,045",23,Luxembourg
Believer,Imagine Dragons,2017-07-15,"1,032",24,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-20,"2,321",1,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-20,"2,008",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-20,"2,000",3,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-20,"1,889",4,Luxembourg
,,2017-07-20,"1,761",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-20,"1,513",6,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-20,"1,500",7,Luxembourg
Shape of You,Ed Sheeran,2017-07-20,"1,454",8,Luxembourg
Thunder,Imagine Dragons,2017-07-20,"1,448",9,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-20,"1,364",10,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-20,"1,350",11,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-20,"1,321",12,Luxembourg
Attention,Charlie Puth,2017-07-20,"1,292",13,Luxembourg
,,2017-07-20,"1,290",14,Luxembourg
Millionär,"187 Strassenbande, Bonez MC, Gzuz",2017-07-20,"1,204",15,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-20,"1,191",16,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-20,"1,167",17,Luxembourg
Your Song,Rita Ora,2017-07-20,"1,123",18,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-20,"1,114",19,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-20,"1,077",20,Luxembourg
Believer,Imagine Dragons,2017-07-20,"1,053",21,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-20,"1,047",22,Luxembourg
Sorry Not Sorry,Demi Lovato,2017-07-20,"1,009",23,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-24,"2,063",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-24,"2,031",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-24,"1,787",3,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-24,"1,616",4,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-24,"1,471",5,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-24,"1,451",6,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-24,"1,344",7,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-24,"1,338",8,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-24,"1,289",9,Luxembourg
Shape of You,Ed Sheeran,2017-07-24,"1,242",10,Luxembourg
In the End,Linkin Park,2017-07-24,"1,238",11,Luxembourg
Thunder,Imagine Dragons,2017-07-24,"1,234",12,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-24,"1,224",13,Luxembourg
Attention,Charlie Puth,2017-07-24,"1,194",14,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-24,"1,154",15,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-24,"1,067",16,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-24,"1,035",17,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-24,"1,019",18,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-23,"1,864",1,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-23,"1,704",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-23,"1,573",3,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-23,"1,555",4,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-23,"1,341",5,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-23,"1,306",6,Luxembourg
Shape of You,Ed Sheeran,2017-07-23,"1,275",7,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-23,"1,198",8,Luxembourg
Thunder,Imagine Dragons,2017-07-23,"1,147",9,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-23,"1,125",10,Luxembourg
Attention,Charlie Puth,2017-07-23,"1,105",11,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-23,"1,089",12,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-23,"1,080",13,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-23,"1,071",14,Luxembourg
In the End,Linkin Park,2017-07-23,"1,066",15,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-23,"1,010",16,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-27,"2,323",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-27,"2,069",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-27,"1,779",3,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-27,"1,729",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-27,"1,560",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-27,"1,543",6,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-27,"1,371",7,Luxembourg
Thunder,Imagine Dragons,2017-07-27,"1,347",8,Luxembourg
Shape of You,Ed Sheeran,2017-07-27,"1,331",9,Luxembourg
Attention,Charlie Puth,2017-07-27,"1,318",10,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-27,"1,311",11,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-27,"1,307",12,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-27,"1,230",13,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-27,"1,178",14,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-27,"1,145",15,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-27,"1,142",16,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-27,"1,130",17,Luxembourg
Your Song,Rita Ora,2017-07-27,"1,079",18,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-27,"1,035",19,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-27,"1,003",20,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-22,"2,219",1,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-22,"2,206",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-22,"2,050",3,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-22,"2,002",4,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-22,"1,664",5,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-22,"1,507",6,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-22,"1,501",7,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-22,"1,420",8,Luxembourg
Shape of You,Ed Sheeran,2017-07-22,"1,418",9,Luxembourg
In the End,Linkin Park,2017-07-22,"1,409",10,Luxembourg
Thunder,Imagine Dragons,2017-07-22,"1,395",11,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-22,"1,392",12,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-22,"1,343",13,Luxembourg
Attention,Charlie Puth,2017-07-22,"1,342",14,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-22,"1,282",15,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-22,"1,234",16,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-22,"1,203",17,Luxembourg
Your Song,Rita Ora,2017-07-22,"1,171",18,Luxembourg
Numb,Linkin Park,2017-07-22,"1,167",19,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-22,"1,125",20,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-22,"1,098",21,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-22,"1,061",22,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-07-22,"1,052",23,Luxembourg
Heavy (feat. Kiiara),Linkin Park,2017-07-22,"1,021",24,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-07-22,"1,017",25,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-22,"1,012",26,Luxembourg
Sorry Not Sorry,Demi Lovato,2017-07-22,"1,003",27,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-29,"2,488",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-29,"2,027",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-29,"1,830",3,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-29,"1,802",4,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-29,"1,706",5,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-29,"1,622",6,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-29,"1,418",7,Luxembourg
Shape of You,Ed Sheeran,2017-07-29,"1,407",8,Luxembourg
Thunder,Imagine Dragons,2017-07-29,"1,399",9,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-29,"1,308",10,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-29,"1,306",11,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-29,"1,293",12,Luxembourg
Attention,Charlie Puth,2017-07-29,"1,281",13,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-29,"1,236",14,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-29,"1,152",15,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-29,"1,140",16,Luxembourg
Your Song,Rita Ora,2017-07-29,"1,139",17,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-29,"1,098",18,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-07-29,"1,042",19,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-29,"1,039",20,Luxembourg
Believer,Imagine Dragons,2017-07-29,"1,008",21,Luxembourg
Sorry Not Sorry,Demi Lovato,2017-07-29,"1,007",22,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-29,"1,001",23,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-25,"2,235",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-25,"1,928",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-25,"1,790",3,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-25,"1,709",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-25,"1,495",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-25,"1,410",6,Luxembourg
Shape of You,Ed Sheeran,2017-07-25,"1,371",7,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-25,"1,352",8,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-25,"1,324",9,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-25,"1,284",10,Luxembourg
Thunder,Imagine Dragons,2017-07-25,"1,239",11,Luxembourg
Attention,Charlie Puth,2017-07-25,"1,217",12,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-25,"1,190",13,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-25,"1,173",14,Luxembourg
In the End,Linkin Park,2017-07-25,"1,165",15,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-25,"1,163",16,Luxembourg
Your Song,Rita Ora,2017-07-25,"1,119",17,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-25,"1,100",18,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-25,"1,046",19,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-25,"1,005",20,Luxembourg
Sorry Not Sorry,Demi Lovato,2017-07-25,"1,001",21,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-28,"2,466",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-28,"2,246",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-28,"1,906",3,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-28,"1,840",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-28,"1,688",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-28,"1,625",6,Luxembourg
Shape of You,Ed Sheeran,2017-07-28,"1,485",7,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-28,"1,458",8,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-28,"1,454",9,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-28,"1,437",10,Luxembourg
Thunder,Imagine Dragons,2017-07-28,"1,432",11,Luxembourg
Attention,Charlie Puth,2017-07-28,"1,416",12,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-28,"1,275",13,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-28,"1,269",14,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-28,"1,213",15,Luxembourg
Your Song,Rita Ora,2017-07-28,"1,158",16,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-28,"1,135",17,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-28,"1,118",18,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-28,"1,087",19,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-07-28,"1,054",20,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-28,"1,022",21,Luxembourg
Believer,Imagine Dragons,2017-07-28,"1,002",22,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-07-28,"1,002",23,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-30,"1,888",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-30,"1,669",2,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-30,"1,466",3,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-30,"1,441",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-30,"1,434",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-30,"1,359",6,Luxembourg
Shape of You,Ed Sheeran,2017-07-30,"1,260",7,Luxembourg
Thunder,Imagine Dragons,2017-07-30,"1,201",8,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-30,"1,174",9,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-30,"1,146",10,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-30,"1,140",11,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-30,"1,136",12,Luxembourg
Attention,Charlie Puth,2017-07-30,"1,029",13,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-30,"1,007",14,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-31,"2,161",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-31,"1,787",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-31,"1,656",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-31,"1,559",4,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-31,"1,511",5,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-31,"1,505",6,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-31,"1,501",7,Luxembourg
Shape of You,Ed Sheeran,2017-07-31,"1,337",8,Luxembourg
Thunder,Imagine Dragons,2017-07-31,"1,314",9,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-31,"1,281",10,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-31,"1,257",11,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-31,"1,173",12,Luxembourg
Attention,Charlie Puth,2017-07-31,"1,117",13,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-31,"1,096",14,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-31,"1,091",15,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-31,"1,077",16,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-07-26,"2,331",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-07-26,"2,032",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-07-26,"1,789",3,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-07-26,"1,731",4,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-07-26,"1,573",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-07-26,"1,565",6,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-07-26,"1,383",7,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-07-26,"1,365",8,Luxembourg
Shape of You,Ed Sheeran,2017-07-26,"1,356",9,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-07-26,"1,350",10,Luxembourg
Attention,Charlie Puth,2017-07-26,"1,292",11,Luxembourg
Thunder,Imagine Dragons,2017-07-26,"1,245",12,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-07-26,"1,176",13,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-07-26,"1,160",14,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-07-26,"1,143",15,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-07-26,"1,097",16,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-07-26,"1,087",17,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-07-26,"1,079",18,Luxembourg
Your Song,Rita Ora,2017-07-26,"1,068",19,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-07-26,"1,038",20,Luxembourg
I Like Me Better,Lauv,2017-07-26,"1,005",21,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-08-02,"2,395",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-08-02,"2,029",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-08-02,"1,786",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-08-02,"1,686",4,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-08-02,"1,559",5,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-08-02,"1,521",6,Luxembourg
Mama,"Jonas Blue, William Singe",2017-08-02,"1,477",7,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-08-02,"1,461",8,Luxembourg
Thunder,Imagine Dragons,2017-08-02,"1,359",9,Luxembourg
Shape of You,Ed Sheeran,2017-08-02,"1,317",10,Luxembourg
Attention,Charlie Puth,2017-08-02,"1,269",11,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-08-02,"1,235",12,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-08-02,"1,206",13,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-08-02,"1,201",14,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-08-02,"1,118",15,Luxembourg
Sorry Not Sorry,Demi Lovato,2017-08-02,"1,065",16,Luxembourg
New Rules,Dua Lipa,2017-08-02,"1,056",17,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-08-02,"1,056",18,Luxembourg
Glorious (feat. Skylar Grey),Macklemore,2017-08-02,"1,054",19,Luxembourg
Your Song,Rita Ora,2017-08-02,"1,048",20,Luxembourg
XO TOUR Llif3,Lil Uzi Vert,2017-08-02,"1,039",21,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-08-02,"1,021",22,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-08-02,"1,005",23,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-08-04,"2,477",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-08-04,"2,072",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-08-04,"1,813",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-08-04,"1,714",4,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-08-04,"1,631",5,Luxembourg
Mama,"Jonas Blue, William Singe",2017-08-04,"1,619",6,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-08-04,"1,588",7,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-08-04,"1,578",8,Luxembourg
Thunder,Imagine Dragons,2017-08-04,"1,458",9,Luxembourg
Shape of You,Ed Sheeran,2017-08-04,"1,408",10,Luxembourg
Attention,Charlie Puth,2017-08-04,"1,355",11,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-08-04,"1,296",12,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-08-04,"1,240",13,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-08-04,"1,203",14,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-08-04,"1,172",15,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-08-04,"1,169",16,Luxembourg
Your Song,Rita Ora,2017-08-04,"1,127",17,Luxembourg
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,2017-08-04,"1,118",18,Luxembourg
Fetish (feat. Gucci Mane),Selena Gomez,2017-08-04,"1,101",19,Luxembourg
Glorious (feat. Skylar Grey),Macklemore,2017-08-04,"1,094",20,Luxembourg
New Rules,Dua Lipa,2017-08-04,"1,078",21,Luxembourg
Sorry Not Sorry,Demi Lovato,2017-08-04,"1,015",22,Luxembourg
Mi Gente,"J Balvin, Willy William",2017-08-03,"2,309",1,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-08-03,"2,045",2,Luxembourg
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,2017-08-03,"1,675",3,Luxembourg
2U (feat. Justin Bieber),David Guetta,2017-08-03,"1,540",4,Luxembourg
Mama,"Jonas Blue, William Singe",2017-08-03,"1,532",5,Luxembourg
More Than You Know,Axwell /\ Ingrosso,2017-08-03,"1,471",6,Luxembourg
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav",2017-08-03,"1,450",7,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-08-03,"1,449",8,Luxembourg
Thunder,Imagine Dragons,2017-08-03,"1,367",9,Luxembourg
Attention,Charlie Puth,2017-08-03,"1,276",10,Luxembourg
Shape of You,Ed Sheeran,2017-08-03,"1,193",11,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-08-03,"1,167",12,Luxembourg
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,2017-08-03,"1,153",13,Luxembourg
